exercicio;demonstrativo;periodo;conta;cod_conta;;<MR-10>;<MR-11>;<MR-1>;<MR-2>;<MR-3>;<MR-4>;<MR-5>;<MR-6>;<MR-7>;<MR-8>;<MR-9>;<MR>;PREVISÃO ATUALIZADA 2024;TOTAL (ÚLTIMOS 12 MESES)
2022;RREO;5;Outras Transferências Correntes;RREO3OutrasTransferenciasCorrentes;;;;;;;;;;;;;;;
2022;RREO;5;Outros Impostos, Taxas e Contribuições de Melhoria;OutrasReceitasTributarias;;;;;;;;;;;;;;;
2022;RREO;5;RECEITA CORRENTE LÍQUIDA (III) = (I - II);RREO3ReceitaCorrenteLiquida;;;;;;;;;;;;;;;
2022;RREO;5;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (VII) = (V - VI);RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal;;;;;;;;;;;;;;;
2022;RREO;5;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV);RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento;;;;;;;;;;;;;;;
2022;RREO;5;RECEITAS CORRENTES (I);ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2022;RREO;5;Receita Patrimonial;RREO3ReceitaPatrimonial;;;;;;;;;;;;;;;
2022;RREO;5;Receita de Serviços;RREO3ReceitaDeServicos;;;;;;;;;;;;;;;
2022;RREO;5;Rendimentos de Aplicação Financeira;RendimentosDeAplicacaoFinanceira;;;;;;;;;;;;;;;
2022;RREO;5;Rendimentos de Aplicações de Recursos Previdenciários;RendimentosDeAplicacoesDeRecursosPrevidenciarios;;;;;;;;;;;;;;;
2022;RREO;5;Transferências Constitucionais e Legais;ReceitaDeTransferenciasConstitucionaisELegais;;;;;;;;;;;;;;;
2022;RREO;5;Transferências Correntes;RREO3TransferenciasCorrentes;;;;;;;;;;;;;;;
2022;RREO;5;Transferências da LC nº 61/1989;RREO3TransferenciasDaLC611989;;;;;;;;;;;;;;;
2022;RREO;5;Transferências do FUNDEB;RREO3TransferenciasDoFUNDEB;;;;;;;;;;;;;;;
2022;RREO;6;(-) Transferências obrigatórias da União relativas às emendas de bancada  (art. 166, § 16, da CF)  (VI);RREO3TransferenciasObrigatoriasDaUniaoRelativasAsEmendasDeBancada;;;;;;;;;;;;;;;
2022;RREO;6;(-) Transferências obrigatórias da União relativas às emendas individuais (art. 166-A, § 1º, da CF)  (IV);RREO3TransferenciasObrigatoriasDaUniaoRelativasAsEmendasIndividuais;;;;;;;;;;;;;;;
2022;RREO;6;Compensações Financ. entre Regimes Previdência;CompensacaoFinanceiraEntreRegimesPrevidencia;;;;;;;;;;;;;;;
2022;RREO;6;Contrib. do Servidor para o Plano de Previdência;ContribuicaoDoServidorParaOPlanoDePrevidencia;;;;;;;;;;;;;;;
2022;RREO;6;Contribuições;RREO3ReceitaDeContribuicoes;;;;;;;;;;;;;;;
2022;RREO;6;Cota-Parte do FPE;RREO3CotaParteDoFPE;;;;;;;;;;;;;;;
2022;RREO;6;DEDUÇÕES (II);DeducoesDaReceitaCorrenteLiquida;;;;;;;;;;;;;;;
2022;RREO;6;Dedução de Receita para Formação do FUNDEB;DeducaoDeReceitaParaFormacaoDoFUNDEB;;;;;;;;;;;;;;;
2022;RREO;6;ICMS;ICMSLiquidoExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2022;RREO;6;IPVA;IPVALiquidoExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2022;RREO;6;IRRF;IRRFLiquidoExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2022;RREO;6;ITCD;ITCDLiquidoExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2022;RREO;6;Impostos, Taxas e Contribuições de Melhoria;ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2022;RREO;6;Outras Receitas Correntes;RREO3OutrasReceitasCorrentes;;;;;;;;;;;;;;;
2022;RREO;6;Outras Receitas Patrimoniais;OutrasReceitasPatrimoniais;;;;;;;;;;;;;;;
2022;RREO;6;Outras Transferências Correntes;RREO3OutrasTransferenciasCorrentes;;;;;;;;;;;;;;;
2022;RREO;6;Outros Impostos, Taxas e Contribuições de Melhoria;OutrasReceitasTributarias;;;;;;;;;;;;;;;
2022;RREO;6;RECEITA CORRENTE LÍQUIDA (III) = (I - II);RREO3ReceitaCorrenteLiquida;;;;;;;;;;;;;;;
2022;RREO;6;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (VII) = (V - VI);RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal;;;;;;;;;;;;;;;
2022;RREO;6;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV);RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento;;;;;;;;;;;;;;;
2022;RREO;6;RECEITAS CORRENTES (I);ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2022;RREO;6;Receita Patrimonial;RREO3ReceitaPatrimonial;;;;;;;;;;;;;;;
2022;RREO;6;Receita de Serviços;RREO3ReceitaDeServicos;;;;;;;;;;;;;;;
2022;RREO;6;Rendimentos de Aplicação Financeira;RendimentosDeAplicacaoFinanceira;;;;;;;;;;;;;;;
2022;RREO;6;Rendimentos de Aplicações de Recursos Previdenciários;RendimentosDeAplicacoesDeRecursosPrevidenciarios;;;;;;;;;;;;;;;
2022;RREO;6;Transferências Constitucionais e Legais;ReceitaDeTransferenciasConstitucionaisELegais;;;;;;;;;;;;;;;
2022;RREO;6;Transferências Correntes;RREO3TransferenciasCorrentes;;;;;;;;;;;;;;;
2022;RREO;6;Transferências da LC nº 61/1989;RREO3TransferenciasDaLC611989;;;;;;;;;;;;;;;
2022;RREO;6;Transferências do FUNDEB;RREO3TransferenciasDoFUNDEB;;;;;;;;;;;;;;;
2023;RREO;1;(-) Transferências obrigatórias da União relativas às emendas de bancada (art. 166, § 16, da CF) (VI);RREO3TransferenciasObrigatoriasDaUniaoRelativasAsEmendasDeBancada;;;;;;;;;;;;;;;
2023;RREO;1;(-) Transferências obrigatórias da União relativas às emendas individuais (art. 166-A, § 1º, da CF) (IV);RREO3TransferenciasObrigatoriasDaUniaoRelativasAsEmendasIndividuais;;;;;;;;;;;;;;;
2023;RREO;1;Compensações Financ. entre Regimes Previdência;CompensacaoFinanceiraEntreRegimesPrevidencia;;;;;;;;;;;;;;;
2023;RREO;1;Contrib. do Servidor para o Plano de Previdência;ContribuicaoDoServidorParaOPlanoDePrevidencia;;;;;;;;;;;;;;;
2023;RREO;1;Contribuições;RREO3ReceitaDeContribuicoes;;;;;;;;;;;;;;;
2023;RREO;1;Cota-Parte do FPE;RREO3CotaParteDoFPE;;;;;;;;;;;;;;;
2023;RREO;1;DEDUÇÕES (II);DeducoesDaReceitaCorrenteLiquida;;;;;;;;;;;;;;;
2023;RREO;1;Dedução de Receita para Formação do FUNDEB;DeducaoDeReceitaParaFormacaoDoFUNDEB;;;;;;;;;;;;;;;
2023;RREO;1;ICMS;ICMSLiquidoExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;1;IPVA;IPVALiquidoExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;1;IRRF;IRRFLiquidoExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;1;ITCD;ITCDLiquidoExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;1;Impostos, Taxas e Contribuições de Melhoria;ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;1;Outras Receitas Correntes;RREO3OutrasReceitasCorrentes;;;;;;;;;;;;;;;
2023;RREO;1;Outras Receitas Patrimoniais;OutrasReceitasPatrimoniais;;;;;;;;;;;;;;;
2023;RREO;1;Outras Transferências Correntes;RREO3OutrasTransferenciasCorrentes;;;;;;;;;;;;;;;
2023;RREO;1;Outros Impostos, Taxas e Contribuições de Melhoria;OutrasReceitasTributarias;;;;;;;;;;;;;;;
2023;RREO;1;RECEITA CORRENTE LÍQUIDA (III) = (I - II);RREO3ReceitaCorrenteLiquida;;;;;;;;;;;;;;;
2023;RREO;1;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (VII) = (V - VI);RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal;;;;;;;;;;;;;;;
2023;RREO;1;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV);RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento;;;;;;;;;;;;;;;
2023;RREO;1;RECEITAS CORRENTES (I);ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;1;Receita Patrimonial;RREO3ReceitaPatrimonial;;;;;;;;;;;;;;;
2023;RREO;1;Receita de Serviços;RREO3ReceitaDeServicos;;;;;;;;;;;;;;;
2023;RREO;1;Rendimentos de Aplicação Financeira;RendimentosDeAplicacaoFinanceira;;;;;;;;;;;;;;;
2023;RREO;1;Rendimentos de Aplicações de Recursos Previdenciários;RendimentosDeAplicacoesDeRecursosPrevidenciarios;;;;;;;;;;;;;;;
2023;RREO;1;Transferências Constitucionais e Legais;ReceitaDeTransferenciasConstitucionaisELegais;;;;;;;;;;;;;;;
2023;RREO;1;Transferências Correntes;RREO3TransferenciasCorrentes;;;;;;;;;;;;;;;
2023;RREO;1;Transferências da LC nº 61/1989;RREO3TransferenciasDaLC611989;;;;;;;;;;;;;;;
2023;RREO;1;Transferências do FUNDEB;RREO3TransferenciasDoFUNDEB;;;;;;;;;;;;;;;
2023;RREO;2;( - ) Transferências obrigatórias da União relativas às emendas de bancada (art. 166, § 16, da CF) e ao vencimento dos agentes comunitários de saúde e de combate às endemias (CF, art. 198, §11) (VI);RREO3TransferenciasObrigatoriasDaUniaoRelativasAsEmendasDeBancada;;;;;;;;;;;;;;;
2023;RREO;2;( - ) Transferências obrigatórias da União relativas às emendas individuais (art. 166-A, § 1º, da CF) (IV);RREO3TransferenciasObrigatoriasDaUniaoRelativasAsEmendasIndividuais;;;;;;;;;;;;;;;
2023;RREO;2;Compensações Financ. entre Regimes Previdência;CompensacaoFinanceiraEntreRegimesPrevidencia;;;;;;;;;;;;;;;
2023;RREO;2;Contrib. do Servidor para o Plano de Previdência;ContribuicaoDoServidorParaOPlanoDePrevidencia;;;;;;;;;;;;;;;
2023;RREO;2;Contribuições;RREO3ReceitaDeContribuicoes;;;;;;;;;;;;;;;
2023;RREO;2;Cota-Parte do FPE;RREO3CotaParteDoFPE;;;;;;;;;;;;;;;
2023;RREO;2;DEDUÇÕES (II);DeducoesDaReceitaCorrenteLiquida;;;;;;;;;;;;;;;
2023;RREO;2;Dedução de Receita para Formação do FUNDEB;DeducaoDeReceitaParaFormacaoDoFUNDEB;;;;;;;;;;;;;;;
2023;RREO;2;ICMS;ICMSLiquidoExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;2;IPVA;IPVALiquidoExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;2;IRRF;IRRFLiquidoExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;2;ITCD;ITCDLiquidoExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;2;Impostos, Taxas e Contribuições de Melhoria;ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;2;Outras Receitas Correntes;RREO3OutrasReceitasCorrentes;;;;;;;;;;;;;;;
2023;RREO;2;Outras Receitas Patrimoniais;OutrasReceitasPatrimoniais;;;;;;;;;;;;;;;
2023;RREO;2;Outras Transferências Correntes;RREO3OutrasTransferenciasCorrentes;;;;;;;;;;;;;;;
2023;RREO;2;Outros Impostos, Taxas e Contribuições de Melhoria;OutrasReceitasTributarias;;;;;;;;;;;;;;;
2023;RREO;2;RECEITA CORRENTE LÍQUIDA (III) = (I - II);RREO3ReceitaCorrenteLiquida;;;;;;;;;;;;;;;
2023;RREO;2;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (VII) = (V - VI);RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal;;;;;;;;;;;;;;;
2023;RREO;2;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV);RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento;;;;;;;;;;;;;;;
2023;RREO;2;RECEITAS CORRENTES (I);ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;2;Receita Patrimonial;RREO3ReceitaPatrimonial;;;;;;;;;;;;;;;
2023;RREO;2;Receita de Serviços;RREO3ReceitaDeServicos;;;;;;;;;;;;;;;
2023;RREO;2;Rendimentos de Aplicação Financeira;RendimentosDeAplicacaoFinanceira;;;;;;;;;;;;;;;
2023;RREO;2;Rendimentos de Aplicações de Recursos Previdenciários;RendimentosDeAplicacoesDeRecursosPrevidenciarios;;;;;;;;;;;;;;;
2023;RREO;2;Transferências Constitucionais e Legais;ReceitaDeTransferenciasConstitucionaisELegais;;;;;;;;;;;;;;;
2023;RREO;2;Transferências Correntes;RREO3TransferenciasCorrentes;;;;;;;;;;;;;;;
2023;RREO;2;Transferências da LC nº 61/1989;RREO3TransferenciasDaLC611989;;;;;;;;;;;;;;;
2023;RREO;2;Transferências do FUNDEB;RREO3TransferenciasDoFUNDEB;;;;;;;;;;;;;;;
2023;RREO;3;( - ) Transferências obrigatórias da União relativas às emendas de bancada (art. 166, § 16, da CF) e ao vencimento dos agentes comunitários de saúde e de combate às endemias (CF, art. 198, §11) (VI);RREO3TransferenciasObrigatoriasDaUniaoRelativasAsEmendasDeBancada;;;;;;;;;;;;;;;
2023;RREO;3;( - ) Transferências obrigatórias da União relativas às emendas individuais (art. 166-A, § 1º, da CF) (IV);RREO3TransferenciasObrigatoriasDaUniaoRelativasAsEmendasIndividuais;;;;;;;;;;;;;;;
2023;RREO;3;Compensações Financ. entre Regimes Previdência;CompensacaoFinanceiraEntreRegimesPrevidencia;;;;;;;;;;;;;;;
2023;RREO;3;Contrib. do Servidor para o Plano de Previdência;ContribuicaoDoServidorParaOPlanoDePrevidencia;;;;;;;;;;;;;;;
2023;RREO;3;Contribuições;RREO3ReceitaDeContribuicoes;;;;;;;;;;;;;;;
2023;RREO;3;Cota-Parte do FPE;RREO3CotaParteDoFPE;;;;;;;;;;;;;;;
2023;RREO;3;DEDUÇÕES (II);DeducoesDaReceitaCorrenteLiquida;;;;;;;;;;;;;;;
2023;RREO;3;Dedução de Receita para Formação do FUNDEB;DeducaoDeReceitaParaFormacaoDoFUNDEB;;;;;;;;;;;;;;;
2023;RREO;3;ICMS;ICMSLiquidoExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;3;IPVA;IPVALiquidoExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;3;IRRF;IRRFLiquidoExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;3;ITCD;ITCDLiquidoExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;3;Impostos, Taxas e Contribuições de Melhoria;ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;3;Outras Receitas Correntes;RREO3OutrasReceitasCorrentes;;;;;;;;;;;;;;;
2023;RREO;3;Outras Receitas Patrimoniais;OutrasReceitasPatrimoniais;;;;;;;;;;;;;;;
2023;RREO;3;Outras Transferências Correntes;RREO3OutrasTransferenciasCorrentes;;;;;;;;;;;;;;;
2023;RREO;3;Outros Impostos, Taxas e Contribuições de Melhoria;OutrasReceitasTributarias;;;;;;;;;;;;;;;
2023;RREO;3;RECEITA CORRENTE LÍQUIDA (III) = (I - II);RREO3ReceitaCorrenteLiquida;;;;;;;;;;;;;;;
2023;RREO;3;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (VII) = (V - VI);RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal;;;;;;;;;;;;;;;
2023;RREO;3;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV);RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento;;;;;;;;;;;;;;;
2023;RREO;3;RECEITAS CORRENTES (I);ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;3;Receita Patrimonial;RREO3ReceitaPatrimonial;;;;;;;;;;;;;;;
2023;RREO;3;Receita de Serviços;RREO3ReceitaDeServicos;;;;;;;;;;;;;;;
2023;RREO;3;Rendimentos de Aplicação Financeira;RendimentosDeAplicacaoFinanceira;;;;;;;;;;;;;;;
2023;RREO;3;Rendimentos de Aplicações de Recursos Previdenciários;RendimentosDeAplicacoesDeRecursosPrevidenciarios;;;;;;;;;;;;;;;
2023;RREO;3;Transferências Constitucionais e Legais;ReceitaDeTransferenciasConstitucionaisELegais;;;;;;;;;;;;;;;
2023;RREO;3;Transferências Correntes;RREO3TransferenciasCorrentes;;;;;;;;;;;;;;;
2023;RREO;3;Transferências da LC nº 61/1989;RREO3TransferenciasDaLC611989;;;;;;;;;;;;;;;
2023;RREO;3;Transferências do FUNDEB;RREO3TransferenciasDoFUNDEB;;;;;;;;;;;;;;;
2023;RREO;4;( - ) Transferências obrigatórias da União relativas às emendas individuais (art. 166-A, § 1º, da CF) (IV);RREO3TransferenciasObrigatoriasDaUniaoRelativasAsEmendasIndividuais;;;;;;;;;;;;;;;
2023;RREO;4;Compensações Financ. entre Regimes Previdência;CompensacaoFinanceiraEntreRegimesPrevidencia;;;;;;;;;;;;;;;
2023;RREO;4;Contrib. do Servidor para o Plano de Previdência;ContribuicaoDoServidorParaOPlanoDePrevidencia;;;;;;;;;;;;;;;
2023;RREO;4;Contribuições;RREO3ReceitaDeContribuicoes;;;;;;;;;;;;;;;
2023;RREO;4;Cota-Parte do FPE;RREO3CotaParteDoFPE;;;;;;;;;;;;;;;
2023;RREO;4;DEDUÇÕES (II);DeducoesDaReceitaCorrenteLiquida;;;;;;;;;;;;;;;
2023;RREO;4;Dedução de Receita para Formação do FUNDEB;DeducaoDeReceitaParaFormacaoDoFUNDEB;;;;;;;;;;;;;;;
2023;RREO;4;ICMS;ICMSLiquidoExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;4;IPVA;IPVALiquidoExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;4;IRRF;IRRFLiquidoExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;4;ITCD;ITCDLiquidoExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;4;Impostos, Taxas e Contribuições de Melhoria;ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;4;Outras Receitas Correntes;RREO3OutrasReceitasCorrentes;;;;;;;;;;;;;;;
2023;RREO;4;Outras Receitas Patrimoniais;OutrasReceitasPatrimoniais;;;;;;;;;;;;;;;
2023;RREO;4;Outras Transferências Correntes;RREO3OutrasTransferenciasCorrentes;;;;;;;;;;;;;;;
2023;RREO;4;Outros Impostos, Taxas e Contribuições de Melhoria;OutrasReceitasTributarias;;;;;;;;;;;;;;;
2023;RREO;4;RECEITA CORRENTE LÍQUIDA (III) = (I - II);RREO3ReceitaCorrenteLiquida;;;;;;;;;;;;;;;
2023;RREO;4;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (VII) = (V - VI);RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal;;;;;;;;;;;;;;;
2023;RREO;4;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV);RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento;;;;;;;;;;;;;;;
2023;RREO;4;RECEITAS CORRENTES (I);ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;4;Receita Patrimonial;RREO3ReceitaPatrimonial;;;;;;;;;;;;;;;
2023;RREO;4;Receita de Serviços;RREO3ReceitaDeServicos;;;;;;;;;;;;;;;
2023;RREO;4;Rendimentos de Aplicação Financeira;RendimentosDeAplicacaoFinanceira;;;;;;;;;;;;;;;
2023;RREO;4;Rendimentos de Aplicações de Recursos Previdenciários;RendimentosDeAplicacoesDeRecursosPrevidenciarios;;;;;;;;;;;;;;;
2023;RREO;4;Transferências Constitucionais e Legais;ReceitaDeTransferenciasConstitucionaisELegais;;;;;;;;;;;;;;;
2023;RREO;4;Transferências Correntes;RREO3TransferenciasCorrentes;;;;;;;;;;;;;;;
2023;RREO;4;Transferências da LC nº 61/1989;RREO3TransferenciasDaLC611989;;;;;;;;;;;;;;;
2023;RREO;4;Transferências do FUNDEB;RREO3TransferenciasDoFUNDEB;;;;;;;;;;;;;;;
2023;RREO;5;( - ) Transferências obrigatórias da União relativas às emendas individuais (art. 166-A, § 1º, da CF) (IV);RREO3TransferenciasObrigatoriasDaUniaoRelativasAsEmendasIndividuais;;;;;;;;;;;;;;;
2023;RREO;5;Compensações Financ. entre Regimes Previdência;CompensacaoFinanceiraEntreRegimesPrevidencia;;;;;;;;;;;;;;;
2023;RREO;5;Contrib. do Servidor para o Plano de Previdência;ContribuicaoDoServidorParaOPlanoDePrevidencia;;;;;;;;;;;;;;;
2023;RREO;5;Contribuições;RREO3ReceitaDeContribuicoes;;;;;;;;;;;;;;;
2023;RREO;5;Cota-Parte do FPE;RREO3CotaParteDoFPE;;;;;;;;;;;;;;;
2023;RREO;5;DEDUÇÕES (II);DeducoesDaReceitaCorrenteLiquida;;;;;;;;;;;;;;;
2023;RREO;5;Dedução de Receita para Formação do FUNDEB;DeducaoDeReceitaParaFormacaoDoFUNDEB;;;;;;;;;;;;;;;
2023;RREO;5;ICMS;ICMSLiquidoExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;5;IPVA;IPVALiquidoExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;5;IRRF;IRRFLiquidoExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;5;ITCD;ITCDLiquidoExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;5;Impostos, Taxas e Contribuições de Melhoria;ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;5;Outras Receitas Correntes;RREO3OutrasReceitasCorrentes;;;;;;;;;;;;;;;
2023;RREO;5;Outras Receitas Patrimoniais;OutrasReceitasPatrimoniais;;;;;;;;;;;;;;;
2023;RREO;5;Outras Transferências Correntes;RREO3OutrasTransferenciasCorrentes;;;;;;;;;;;;;;;
2023;RREO;5;Outros Impostos, Taxas e Contribuições de Melhoria;OutrasReceitasTributarias;;;;;;;;;;;;;;;
2023;RREO;5;RECEITA CORRENTE LÍQUIDA (III) = (I - II);RREO3ReceitaCorrenteLiquida;;;;;;;;;;;;;;;
2023;RREO;5;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (VII) = (V - VI);RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal;;;;;;;;;;;;;;;
2023;RREO;5;RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV);RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento;;;;;;;;;;;;;;;
2023;RREO;5;RECEITAS CORRENTES (I);ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;5;Receita Patrimonial;RREO3ReceitaPatrimonial;;;;;;;;;;;;;;;
2023;RREO;5;Receita de Serviços;RREO3ReceitaDeServicos;;;;;;;;;;;;;;;
2023;RREO;5;Rendimentos de Aplicação Financeira;RendimentosDeAplicacaoFinanceira;;;;;;;;;;;;;;;
2023;RREO;5;Rendimentos de Aplicações de Recursos Previdenciários;RendimentosDeAplicacoesDeRecursosPrevidenciarios;;;;;;;;;;;;;;;
2023;RREO;5;Transferências Constitucionais e Legais;ReceitaDeTransferenciasConstitucionaisELegais;;;;;;;;;;;;;;;
2023;RREO;5;Transferências Correntes;RREO3TransferenciasCorrentes;;;;;;;;;;;;;;;
2023;RREO;5;Transferências da LC nº 61/1989;RREO3TransferenciasDaLC611989;;;;;;;;;;;;;;;
2023;RREO;5;Transferências do FUNDEB;RREO3TransferenciasDoFUNDEB;;;;;;;;;;;;;;;
2023;RREO;6;( - ) Transferências obrigatórias da União relativas às emendas individuais (art. 166-A, § 1º, da CF) (IV);RREO3TransferenciasObrigatoriasDaUniaoRelativasAsEmendasIndividuais;;;;;;;;;;;;;;;
2023;RREO;6;Compensações Financ. entre Regimes Previdência;CompensacaoFinanceiraEntreRegimesPrevidencia;;;;;;;;;;;;;;;
2023;RREO;6;Contrib. do Servidor para o Plano de Previdência;ContribuicaoDoServidorParaOPlanoDePrevidencia;;;;;;;;;;;;;;;
2023;RREO;6;Contribuições;RREO3ReceitaDeContribuicoes;;;;;;;;;;;;;;;
2023;RREO;6;Cota-Parte do FPE;RREO3CotaParteDoFPE;;;;;;;;;;;;;;;
2023;RREO;6;DEDUÇÕES (II);DeducoesDaReceitaCorrenteLiquida;;;;;;;;;;;;;;;
2023;RREO;6;Dedução de Receita para Formação do FUNDEB;DeducaoDeReceitaParaFormacaoDoFUNDEB;;;;;;;;;;;;;;;
2023;RREO;6;ICMS;ICMSLiquidoExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;6;IPVA;IPVALiquidoExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;6;IRRF;IRRFLiquidoExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;6;ITCD;ITCDLiquidoExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;6;Impostos, Taxas e Contribuições de Melhoria;ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB;;;;;;;;;;;;;;;
2023;RREO;6;Outras Receitas Correntes;RREO3OutrasReceitasCorrentes;;;;;;;;;;;;;;;
2023;RREO;6;Outras Receitas Patrimoniais;OutrasReceitasPatrimoniais;;;;;;;;;;;;;;;
2023;RREO;6;Outras Transferências Correntes;RREO3OutrasTransferenciasCorrentes;;;;;;;;;;;;;;;
2023;RREO;6;Outros Impostos, Taxas e Contribuições de Melhoria;OutrasReceitasTributarias;;;;;;;;;;;;;;;
